17,197727634405858; 2,4097585145519947e-42
18,164916528841314; 1,520661659423745e-42
19,37276319139574; 8,919315600891406e-43
20,39728367418865; 6,099366672108267e-43
21,835773094932183; 3,963566551716007e-43
23,633138486581593; 2,6001540968550577e-43
26,10584385798489; 1,6623057481766853e-43
28,99419301208108; 1,111207235572086e-43
32,72729403837377; 7,322711001369533e-44
38,38895196013155; 4,833797872511981e-44
45,536667379290726; 3,471009591260542e-44
54,45784424119992; 2,7429450292034084e-44
65,06506418386947; 2,3733473381827715e-44
76,93729032371834; 2,2000960498736648e-44
92,88878086360131; 2,0301946248924214e-44
110,99320435986283; 2,0413121846810938e-44
132,6288420531102; 2,1103572218969005e-44
158,48476863633869; 2,239582331992011e-44
189,38455098244492; 2,4357478022358807e-44
226,3114589989158; 2,6927772237566153e-44
270,4403733445049; 3,0062855039063286e-44
323,17703420285295; 3,400496056727461e-44
386,20059596067614; 3,8906870718903367e-44
461,5171848454342; 4,488091865877603e-44
551,5232300784334; 5,194188873753876e-44
659,0839529741131; 6,031069056944245e-44
787,628006192703; 7,083417472141538e-44
941,2425736353159; 8,319387924578339e-44
1151,1517595099958; 1,0016751439663104e-43
1363,2040447830432; 1,1692766670550813e-43
1616,1598075325007; 1,3710726907774877e-43
1919,6748910530946; 1,6064498291204056e-43
2287,0333816149678; 1,9084521980665605e-43
2744,1425789597088; 2,2499117289743815e-43
3276,2435567873595; 2,665447375668641e-43
3954,2329887627147; 3,22948009331622e-43
4714,975105191498; 3,82887345195403e-43
5570,0603050398695; 4,556235093307968e-43
6649,139822452184; 5,61112848530006e-43
7857,36151130924; 6,544290188642229e-43
9314,055753451046; 7,604602855981328e-43
